"Notes"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"2013"	"2013"	"Other forms of systemic sclerosis"	"M34.8"	884	316128839	0.3	0.0%
	"2013"	"2013"	"Other hypertrophic cardiomyopathy"	"I42.2"	878	316128839	0.3	0.0%
	"2013"	"2013"	"Circumscribed brain atrophy"	"G31.0"	875	316128839	0.3	0.0%
	"2013"	"2013"	"Muscular dystrophy"	"G71.0"	870	316128839	0.3	0.0%
	"2013"	"2013"	"Disorder of kidney and ureter, unspecified"	"N28.9"	854	316128839	0.3	0.0%
	"2013"	"2013"	"Bronchopneumonia, unspecified"	"J18.0"	853	316128839	0.3	0.0%
	"2013"	"2013"	"Assault by handgun discharge"	"X93"	853	316128839	0.3	0.0%
	"2013"	"2013"	"Aplastic anaemia, unspecified"	"D61.9"	839	316128839	0.3	0.0%
	"2013"	"2013"	"Intracerebral haemorrhage, intraventricular"	"I61.5"	832	316128839	0.3	0.0%
	"2013"	"2013"	"Cardia - Malignant neoplasms"	"C16.0"	824	316128839	0.3	0.0%
	"2013"	"2013"	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	820	316128839	0.3	0.0%
	"2013"	"2013"	"Status epilepticus, unspecified"	"G41.9"	818	316128839	0.3	0.0%
	"2013"	"2013"	"Cholangitis"	"K83.0"	810	316128839	0.3	0.0%
	"2013"	"2013"	"Fall involving bed"	"W06"	809	316128839	0.3	0.0%
	"2013"	"2013"	"Cellulitis, unspecified"	"L03.9"	804	316128839	0.3	0.0%
	"2013"	"2013"	"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V23.4"	791	316128839	0.3	0.0%
	"2013"	"2013"	"Peritonitis, unspecified"	"K65.9"	786	316128839	0.2	0.0%
	"2013"	"2013"	"Newborn affected by premature rupture of membranes"	"P01.1"	784	316128839	0.2	0.0%
	"2013"	"2013"	"Intentional self-harm by sharp object"	"X78"	783	316128839	0.2	0.0%
	"2013"	"2013"	"Disorders of both mitral and aortic valves"	"I08.0"	773	316128839	0.2	0.0%
	"2013"	"2013"	"Biliary tract, unspecified - Malignant neoplasms"	"C24.9"	765	316128839	0.2	0.0%
	"2013"	"2013"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V29.4"	761	316128839	0.2	0.0%
	"2013"	"2013"	"Myasthenia gravis"	"G70.0"	755	316128839	0.2	0.0%
	"2013"	"2013"	"Anus, unspecified - Malignant neoplasms"	"C21.0"	753	316128839	0.2	0.0%
	"2013"	"2013"	"Sequelae of motor-vehicle accident"	"Y85.0"	750	316128839	0.2	0.0%
	"2013"	"2013"	"Acute peritonitis"	"K65.0"	747	316128839	0.2	0.0%
	"2013"	"2013"	"HIV disease resulting in multiple infections"	"B20.7"	745	316128839	0.2	0.0%
	"2013"	"2013"	"Sarcoidosis, unspecified"	"D86.9"	740	316128839	0.2	0.0%
	"2013"	"2013"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	733	316128839	0.2	0.0%
	"2013"	"2013"	"Duodenum - Malignant neoplasms"	"C17.0"	726	316128839	0.2	0.0%
	"2013"	"2013"	"Exposure to excessive natural cold"	"X31"	725	316128839	0.2	0.0%
	"2013"	"2013"	"Fall on same level from slipping, tripping and stumbling"	"W01"	710	316128839	0.2	0.0%
	"2013"	"2013"	"Peritoneum, unspecified - Malignant neoplasms"	"C48.2"	707	316128839	0.2	0.0%
	"2013"	"2013"	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	707	316128839	0.2	0.0%
	"2013"	"2013"	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	703	316128839	0.2	0.0%
	"2013"	"2013"	"Accidental poisoning by and exposure to other gases and vapours"	"X47"	702	316128839	0.2	0.0%
	"2013"	"2013"	"Other specified disorders of muscle"	"M62.8"	692	316128839	0.2	0.0%
	"2013"	"2013"	"Organ-limited amyloidosis"	"E85.4"	687	316128839	0.2	0.0%
	"2013"	"2013"	"HIV disease resulting in multiple diseases classified elsewhere"	"B22.7"	686	316128839	0.2	0.0%
	"2013"	"2013"	"Appendix - Malignant neoplasms"	"C18.1"	676	316128839	0.2	0.0%
	"2013"	"2013"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	675	316128839	0.2	0.0%
	"2013"	"2013"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	674	316128839	0.2	0.0%
	"2013"	"2013"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	663	316128839	0.2	0.0%
	"2013"	"2013"	"Septicaemia due to Staphylococcus aureus"	"A41.0"	659	316128839	0.2	0.0%
	"2013"	"2013"	"Abdomen - Malignant neoplasms"	"C76.2"	656	316128839	0.2	0.0%
	"2013"	"2013"	"Car occupant injured in noncollision transport accident, driver injured in traffic accident"	"V48.5"	655	316128839	0.2	0.0%
	"2013"	"2013"	"Pneumonia due to staphylococcus"	"J15.2"	652	316128839	0.2	0.0%
	"2013"	"2013"	"Struck by thrown, projected or falling object"	"W20"	650	316128839	0.2	0.0%
	"2013"	"2013"	"Volvulus"	"K56.2"	649	316128839	0.2	0.0%
	"2013"	"2013"	"Hyperosmolality and hypernatraemia"	"E87.0"	633	316128839	0.2	0.0%
	"2013"	"2013"	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	631	316128839	0.2	0.0%
	"2013"	"2013"	"Intracerebral haemorrhage in brain stem"	"I61.3"	617	316128839	0.2	0.0%
	"2013"	"2013"	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	613	316128839	0.2	0.0%
	"2013"	"2013"	"Arthrosis, unspecified"	"M19.9"	609	316128839	0.2	0.0%
	"2013"	"2013"	"Malignant neoplasm of parotid gland"	"C07"	607	316128839	0.2	0.0%
	"2013"	"2013"	"Hyperkalaemia"	"E87.5"	605	316128839	0.2	0.0%
	"2013"	"2013"	"Extrahepatic bile duct - Malignant neoplasms"	"C24.0"	603	316128839	0.2	0.0%
	"2013"	"2013"	"Crohn's disease, unspecified"	"K50.9"	595	316128839	0.2	0.0%
	"2013"	"2013"	"Ventricular tachycardia"	"I47.2"	592	316128839	0.2	0.0%
	"2013"	"2013"	"Drowning and submersion while in swimming-pool"	"W67"	589	316128839	0.2	0.0%
	"2013"	"2013"	"Cellulitis of other parts of limb"	"L03.1"	582	316128839	0.2	0.0%
	"2013"	"2013"	"Unspecified event, undetermined intent"	"Y34"	580	316128839	0.2	0.0%
	"2013"	"2013"	"Aortic aneurysm of unspecified site, without mention of rupture"	"I71.9"	579	316128839	0.2	0.0%
	"2013"	"2013"	"Meninges, unspecified - Benign neoplasms"	"D32.9"	575	316128839	0.2	0.0%
	"2013"	"2013"	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	559	316128839	0.2	0.0%
	"2013"	"2013"	"Duodenal ulcer, chronic or unspecified with perforation"	"K26.5"	559	316128839	0.2	0.0%
	"2013"	"2013"	"Surgical procedure, unspecified"	"Y83.9"	559	316128839	0.2	0.0%
	"2013"	"2013"	"Thoracic aortic aneurysm, ruptured"	"I71.1"	558	316128839	0.2	0.0%
	"2013"	"2013"	"Hyperplasia of prostate"	"N40"	558	316128839	0.2	0.0%
	"2013"	"2013"	"Disseminated intravascular coagulation [defibrination syndrome]"	"D65"	557	316128839	0.2	0.0%
	"2013"	"2013"	"Bacterial infection, unspecified"	"A49.9"	554	316128839	0.2	0.0%
	"2013"	"2013"	"Pulmonary oedema"	"J81"	553	316128839	0.2	0.0%
	"2013"	"2013"	"Motorcycle rider injured in collision with fixed or stationary object, driver injured in traffic accident"	"V27.4"	541	316128839	0.2	0.0%
	"2013"	"2013"	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	537	316128839	0.2	0.0%
	"2013"	"2013"	"Hepatorenal syndrome"	"K76.7"	536	316128839	0.2	0.0%
	"2013"	"2013"	"Necrotizing fasciitis"	"M72.6"	536	316128839	0.2	0.0%
	"2013"	"2013"	"Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident"	"V43.6"	534	316128839	0.2	0.0%
	"2013"	"2013"	"Assault by hanging, strangulation and suffocation"	"X91"	533	316128839	0.2	0.0%
	"2013"	"2013"	"Head, face and neck - Malignant neoplasms"	"C76.0"	530	316128839	0.2	0.0%
	"2013"	"2013"	"HIV disease resulting in other bacterial infections"	"B20.1"	523	316128839	0.2	0.0%
	"2013"	"2013"	"Intentional self-harm by jumping or lying before moving object"	"X81"	519	316128839	0.2	0.0%
	"2013"	"2013"	"Alcoholic cardiomyopathy"	"I42.6"	511	316128839	0.2	0.0%
	"2013"	"2013"	"Influenza with pneumonia, influenza virus identified"	"J10.0"	508	316128839	0.2	0.0%
	"2013"	"2013"	"Myocarditis, unspecified"	"I51.4"	506	316128839	0.2	0.0%
	"2013"	"2013"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	504	316128839	0.2	0.0%
	"2013"	"2013"	"Fall from, out of or through building or structure"	"W13"	504	316128839	0.2	0.0%
	"2013"	"2013"	"Newborn affected by incompetent cervix"	"P01.0"	503	316128839	0.2	0.0%
	"2013"	"2013"	"HIV disease resulting in other infectious and parasitic diseases"	"B20.8"	502	316128839	0.2	0.0%
	"2013"	"2013"	"Local infection of skin and subcutaneous tissue, unspecified"	"L08.9"	496	316128839	0.2	0.0%
	"2013"	"2013"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	495	316128839	0.2	0.0%
	"2013"	"2013"	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	494	316128839	0.2	0.0%
	"2013"	"2013"	"Motorcycle rider injured in noncollision transport accident, driver injured in traffic accident"	"V28.4"	494	316128839	0.2	0.0%
	"2013"	"2013"	"Aortic (valve) insufficiency"	"I35.1"	490	316128839	0.2	0.0%
	"2013"	"2013"	"Duodenal ulcer, chronic or unspecified with haemorrhage"	"K26.4"	489	316128839	0.2	0.0%
	"2013"	"2013"	"Edwards' syndrome, unspecified"	"Q91.3"	487	316128839	0.2	0.0%
	"2013"	"2013"	"Upper lobe, bronchus or lung - Malignant neoplasms"	"C34.1"	486	316128839	0.2	0.0%
	"2013"	"2013"	"Thoracic aortic aneurysm, without mention of rupture"	"I71.2"	486	316128839	0.2	0.0%
	"2013"	"2013"	"Follicular non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C82.9"	483	316128839	0.2	0.0%
	"2013"	"2013"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	483	316128839	0.2	0.0%
	"2013"	"2013"	"Disease of intestine, unspecified"	"K63.9"	483	316128839	0.2	0.0%
	"2013"	"2013"	"Intracerebral haemorrhage in cerebellum"	"I61.4"	482	316128839	0.2	0.0%
	"2013"	"2013"	"Amyloidosis, unspecified"	"E85.9"	475	316128839	0.2	0.0%
	"2013"	"2013"	"Pneumoconiosis due to asbestos and other mineral fibres"	"J61"	475	316128839	0.2	0.0%
	"2013"	"2013"	"Atrioventricular block, complete"	"I44.2"	474	316128839	0.1	0.0%
	"2013"	"2013"	"Newborn affected by chorioamnionitis"	"P02.7"	474	316128839	0.1	0.0%
	"2013"	"2013"	"Bacterial sepsis of newborn, unspecified"	"P36.9"	473	316128839	0.1	0.0%
	"2013"	"2013"	"Fall involving wheelchair"	"W05"	470	316128839	0.1	0.0%
	"2013"	"2013"	"Cardiogenic shock"	"R57.0"	468	316128839	0.1	0.0%
	"2013"	"2013"	"Legal intervention involving firearm discharge"	"Y35.0"	467	316128839	0.1	0.0%
	"2013"	"2013"	"Intestinal tract, part unspecified - Malignant neoplasms"	"C26.0"	461	316128839	0.1	0.0%
	"2013"	"2013"	"Tubulo-interstitial nephritis, not specified as acute or chronic"	"N12"	460	316128839	0.1	0.0%
	"2013"	"2013"	"Acute and subacute hepatic failure"	"K72.0"	459	316128839	0.1	0.0%
	"2013"	"2013"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	458	316128839	0.1	0.0%
	"2013"	"2013"	"Calculus of gallbladder without cholecystitis"	"K80.2"	457	316128839	0.1	0.0%
	"2013"	"2013"	"Respiratory distress syndrome of newborn"	"P22.0"	457	316128839	0.1	0.0%
	"2013"	"2013"	"Staphylococcal infection, unspecified"	"A49.0"	452	316128839	0.1	0.0%
	"2013"	"2013"	"Gastric ulcer, chronic or unspecified with haemorrhage"	"K25.4"	451	316128839	0.1	0.0%
	"2013"	"2013"	"Autoimmune hepatitis"	"K75.4"	449	316128839	0.1	0.0%
	"2013"	"2013"	"Neonatal cardiac dysrhythmia"	"P29.1"	449	316128839	0.1	0.0%
	"2013"	"2013"	"Sick sinus syndrome"	"I49.5"	446	316128839	0.1	0.0%
	"2013"	"2013"	"Small intestine, unspecified - Malignant neoplasms"	"C17.9"	445	316128839	0.1	0.0%
	"2013"	"2013"	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	445	316128839	0.1	0.0%
	"2013"	"2013"	"Tetraplegia, unspecified"	"G82.5"	445	316128839	0.1	0.0%
	"2013"	"2013"	"Unspecified threat to breathing"	"W84"	443	316128839	0.1	0.0%
	"2013"	"2013"	"Other myeloid leukaemia - Malignant neoplasms"	"C92.7"	442	316128839	0.1	0.0%
	"2013"	"2013"	"Unspecified osteoporosis with pathological fracture"	"M80.9"	442	316128839	0.1	0.0%
	"2013"	"2013"	"Mitral stenosis"	"I05.0"	441	316128839	0.1	0.0%
	"2013"	"2013"	"Disease of pancreas, unspecified"	"K86.9"	440	316128839	0.1	0.0%
	"2013"	"2013"	"Drowning and submersion while in bath-tub"	"W65"	440	316128839	0.1	0.0%
	"2013"	"2013"	"Malignant neoplasm of vagina"	"C52"	437	316128839	0.1	0.0%
	"2013"	"2013"	"Thrombocytopenia, unspecified"	"D69.6"	437	316128839	0.1	0.0%
	"2013"	"2013"	"Malignant neoplasm of ureter"	"C66"	434	316128839	0.1	0.0%
	"2013"	"2013"	"Haemorrhage, not elsewhere classified"	"R58"	434	316128839	0.1	0.0%
	"2013"	"2013"	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	431	316128839	0.1	0.0%
	"2013"	"2013"	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	428	316128839	0.1	0.0%
	"2013"	"2013"	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	428	316128839	0.1	0.0%
	"2013"	"2013"	"Delirium superimposed on dementia"	"F05.1"	427	316128839	0.1	0.0%
	"2013"	"2013"	"Osteoporosis, unspecified"	"M81.9"	427	316128839	0.1	0.0%
	"2013"	"2013"	"Depressive episode, unspecified"	"F32.9"	423	316128839	0.1	0.0%
	"2013"	"2013"	"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage"	"K27.4"	421	316128839	0.1	0.0%
	"2013"	"2013"	"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms"	"D48.9"	420	316128839	0.1	0.0%
	"2013"	"2013"	"Unspecified abdominal hernia with obstruction, without gangrene"	"K46.0"	418	316128839	0.1	0.0%
	"2013"	"2013"	"Other fall from one level to another"	"W17"	417	316128839	0.1	0.0%
	"2013"	"2013"	"Primary biliary cirrhosis"	"K74.3"	416	316128839	0.1	0.0%
	"2013"	"2013"	"Other disorders of electrolyte and fluid balance, not elsewhere classified"	"E87.8"	410	316128839	0.1	0.0%
	"2013"	"2013"	"Pyogenic arthritis, unspecified"	"M00.9"	410	316128839	0.1	0.0%
	"2013"	"2013"	"Hypoglycaemia, unspecified"	"E16.2"	408	316128839	0.1	0.0%
	"2013"	"2013"	"Diaphragmatic hernia without obstruction or gangrene"	"K44.9"	408	316128839	0.1	0.0%
	"2013"	"2013"	"Hypo-osmolality and hyponatraemia"	"E87.1"	407	316128839	0.1	0.0%
	"2013"	"2013"	"Other specified respiratory disorders"	"J98.8"	407	316128839	0.1	0.0%
	"2013"	"2013"	"Delirium, unspecified"	"F05.9"	406	316128839	0.1	0.0%
	"2013"	"2013"	"HIV disease resulting in other viral infections"	"B20.3"	405	316128839	0.1	0.0%
	"2013"	"2013"	"Other specified diseases of stomach and duodenum"	"K31.8"	400	316128839	0.1	0.0%
	"2013"	"2013"	"Alcoholic fatty liver"	"K70.0"	397	316128839	0.1	0.0%
	"2013"	"2013"	"Intentional self-harm by drowning and submersion"	"X71"	397	316128839	0.1	0.0%
	"2013"	"2013"	"Sequelae of cerebral infarction"	"I69.3"	389	316128839	0.1	0.0%
	"2013"	"2013"	"Fall on and from ladder"	"W11"	387	316128839	0.1	0.0%
	"2013"	"2013"	"Hydrocephalus, unspecified"	"G91.9"	383	316128839	0.1	0.0%
	"2013"	"2013"	"Testis, unspecified - Malignant neoplasms"	"C62.9"	381	316128839	0.1	0.0%
	"2013"	"2013"	"Agranulocytosis"	"D70"	380	316128839	0.1	0.0%
	"2013"	"2013"	"Pyothorax without fistula"	"J86.9"	378	316128839	0.1	0.0%
	"2013"	"2013"	"Polycystic kidney, unspecified"	"Q61.3"	378	316128839	0.1	0.0%
	"2013"	"2013"	"Bronchitis, not specified as acute or chronic"	"J40"	376	316128839	0.1	0.0%
	"2013"	"2013"	"Gastric ulcer, chronic or unspecified with perforation"	"K25.5"	372	316128839	0.1	0.0%
	"2013"	"2013"	"Exposure to excessive natural heat"	"X30"	372	316128839	0.1	0.0%
	"2013"	"2013"	"Newborn affected by other forms of placental separation and haemorrhage"	"P02.1"	370	316128839	0.1	0.0%
	"2013"	"2013"	"Sickle-cell anaemia without crisis"	"D57.1"	357	316128839	0.1	0.0%
	"2013"	"2013"	"Necrotizing enterocolitis of newborn"	"P77"	356	316128839	0.1	0.0%
	"2013"	"2013"	"Aneurysm of unspecified site"	"I72.9"	353	316128839	0.1	0.0%
	"2013"	"2013"	"Paraplegia, unspecified"	"G82.2"	351	316128839	0.1	0.0%
	"2013"	"2013"	"Unspecified mental retardation"	"F79"	349	316128839	0.1	0.0%
	"2013"	"2013"	"Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.5"	348	316128839	0.1	0.0%
	"2013"	"2013"	"Cerebral aneurysm, nonruptured"	"I67.1"	345	316128839	0.1	0.0%
	"2013"	"2013"	"Discharge from other and unspecified firearms"	"W34"	345	316128839	0.1	0.0%
	"2013"	"2013"	"Connective and soft tissue of abdomen - Malignant neoplasms"	"C49.4"	341	316128839	0.1	0.0%
	"2013"	"2013"	"Unspecified diabetes mellitus, with other specified complications"	"E14.6"	341	316128839	0.1	0.0%
	"2013"	"2013"	"Oesophageal obstruction"	"K22.2"	340	316128839	0.1	0.0%
	"2013"	"2013"	"Connective and other soft tissue - Uncertain neoplasms"	"D48.1"	338	316128839	0.1	0.0%
	"2013"	"2013"	"Disorder of brain, unspecified"	"G93.9"	336	316128839	0.1	0.0%
	"2013"	"2013"	"Encephalitis, myelitis and encephalomyelitis, unspecified"	"G04.9"	335	316128839	0.1	0.0%
	"2013"	"2013"	"Sequelae of surgical and medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"	"Y88.3"	335	316128839	0.1	0.0%
	"2013"	"2013"	"Ileus, unspecified"	"K56.7"	333	316128839	0.1	0.0%
	"2013"	"2013"	"Calculus of kidney"	"N20.0"	328	316128839	0.1	0.0%
	"2013"	"2013"	"Other medical procedures"	"Y84.8"	328	316128839	0.1	0.0%
	"2013"	"2013"	"Intracerebral haemorrhage in hemisphere, subcortical"	"I61.0"	327	316128839	0.1	0.0%
	"2013"	"2013"	"Car occupant injured in collision with fixed or stationary object, passenger injured in traffic accident"	"V47.6"	327	316128839	0.1	0.0%
	"2013"	"2013"	"Primary pulmonary hypertension"	"I27.0"	326	316128839	0.1	0.0%
	"2013"	"2013"	"Systemic sclerosis, unspecified"	"M34.9"	325	316128839	0.1	0.0%
	"2013"	"2013"	"Car occupant injured in collision with heavy transport vehicle or bus, driver injured in traffic accident"	"V44.5"	324	316128839	0.1	0.0%
	"2013"	"2013"	"Respiratory disorder, unspecified"	"J98.9"	321	316128839	0.1	0.0%
	"2013"	"2013"	"Other chronic pancreatitis"	"K86.1"	321	316128839	0.1	0.0%
	"2013"	"2013"	"Chronic kidney disease, stage 4"	"N18.4"	321	316128839	0.1	0.0%
	"2013"	"2013"	"Ulcerative colitis, unspecified"	"K51.9"	320	316128839	0.1	0.0%
	"2013"	"2013"	"Unspecified drowning and submersion"	"W74"	320	316128839	0.1	0.0%
	"2013"	"2013"	"Inhalation of gastric contents"	"W78"	319	316128839	0.1	0.0%
	"2013"	"2013"	"Cerebral oedema"	"G93.6"	318	316128839	0.1	0.0%
	"2013"	"2013"	"Unspecified mycosis"	"B49"	313	316128839	0.1	0.0%
	"2013"	"2013"	"Pneumonia due to Streptococcus pneumoniae"	"J13"	312	316128839	0.1	0.0%
	"2013"	"2013"	"Obstruction of bile duct"	"K83.1"	312	316128839	0.1	0.0%
	"2013"	"2013"	"Hypoplasia and dysplasia of lung"	"Q33.6"	311	316128839	0.1	0.0%
	"2013"	"2013"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V49.4"	311	316128839	0.1	0.0%
	"2013"	"2013"	"Pneumothorax, unspecified"	"J93.9"	310	316128839	0.1	0.0%
	"2013"	"2013"	"Status asthmaticus"	"J46"	309	316128839	0.1	0.0%
	"2013"	"2013"	"Hypoplastic left heart syndrome"	"Q23.4"	308	316128839	0.1	0.0%
	"2013"	"2013"	"Senile degeneration of brain, not elsewhere classified"	"G31.1"	306	316128839	0.1	0.0%
	"2013"	"2013"	"Acute nephritic syndrome, unspecified"	"N00.9"	306	316128839	0.1	0.0%
	"2013"	"2013"	"Neonatal cardiac failure"	"P29.0"	305	316128839	0.1	0.0%
	"2013"	"2013"	"Surgical operation with implant of artificial internal device"	"Y83.1"	303	316128839	0.1	0.0%
	"2013"	"2013"	"Sigmoid colon - Malignant neoplasms"	"C18.7"	302	316128839	0.1	0.0%
	"2013"	"2013"	"Subarachnoid haemorrhage from intracranial artery, unspecified"	"I60.7"	302	316128839	0.1	0.0%
	"2013"	"2013"	"Occupant of pick-up truck or van injured in noncollision transport accident, driver injured in traffic accident"	"V58.5"	302	316128839	0.1	0.0%
	"2013"	"2013"	"Septicaemia due to unspecified staphylococcus"	"A41.2"	301	316128839	0.1	0.0%
	"2013"	"2013"	"Waldenstrom's macroglobulinaemia - Malignant neoplasms"	"C88.0"	301	316128839	0.1	0.0%
	"2013"	"2013"	"Wegener's granulomatosis"	"M31.3"	300	316128839	0.1	0.0%
	"2013"	"2013"	"Schizophrenia, unspecified"	"F20.9"	299	316128839	0.1	0.0%
	"2013"	"2013"	"Anencephaly"	"Q00.0"	298	316128839	0.1	0.0%
	"2013"	"2013"	"Congenital malformation, unspecified"	"Q89.9"	298	316128839	0.1	0.0%
	"2013"	"2013"	"Caecum - Malignant neoplasms"	"C18.0"	294	316128839	0.1	0.0%
	"2013"	"2013"	"Compression of brain"	"G93.5"	292	316128839	0.1	0.0%
	"2013"	"2013"	"Intestinal adhesions [bands] with obstruction"	"K56.5"	292	316128839	0.1	0.0%
